S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
1293,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SANDILA,SANDILA TAH_34229,INC-2,TOWN-II_33241414229TW2,33241414229TW2,11,Other,OTHERS,URBAN,SECURE,UPP42804,2,EDD SANDILA,Active
1294,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,TATYORA_332412,INC-1,BHITHARI_33241220839BTI,33241220839BTI,11,OTHER,OTHERS,RURAL,LNT,16036966,1,EDD II HARDOI,Active
1295,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,SANDI ROAD RURAL_332412,INC-1,TANDIYAWAN_33241220627TIN,33241220627TIN,11,OTHER,OTHERS,RURAL,HPL,352643,1,EDD II HARDOI,Active
1296,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,MANNA PURWA_30026,INC-2,TIRUPATI SHALVENT_33241210026TRS,33241210026TRS,11,INDEPENDENT,OTHERS,URBAN,HPL,352633,0.03,EDD II HARDOI,Active
1297,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD I HARDOI,KURSATH_332411,INCOMING,NAYA GAW_33241110516NGV,33241110516NGV,11,Other,OTHERS,RURAL,SECURE,XC434655,1,EDD I HARDOI,Active
1298,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD I HARDOI,MADHOGANJ_332411,INC-2,TAPNAUR_33241110518TPR,33241110518TPR,11,Other,OTHERS,RURAL,SECURE,XC480567,2,EDD I HARDOI,Active
1299,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD I HARDOI,MALLAWAN_30174,INC-1,RAGHAUPUR_33241110521RHR,33241110521RHR,11,OTHER,OTHERS,RURAL,HPL,352623,0.06,EDD I HARDOI,Active
1300,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD I HARDOI,PALIA_332411,INC-2,RAJA KHADDIPUR_33241110519RHR,33241110519RHR,11,OTHER,OTHERS,RURAL,SECURE,XD433152,0.06,EDD I HARDOI,Active
1301,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD I HARDOI,SANDI_332411,INC-2,HARPALPUR RURAL _33241110520HPR,33241110520HPR,11,OTHER,OTHERS,RURAL,SECURE,X0381812,0.06,EDD I HARDOI,Active
1302,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,PAINTEPUR_332324,INC-1,ACHAKAPUR MAAH NAGAR_33232230717AKR,33232230717AKR,11,OTHER,OTHERS,IPDS,SECURE,X0450299,0.06,EDD MAHMUDABAD,Active
1303,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,MAHDUMMY_332324,INC-2,SIDHOLI_33232230358SUD,33232230358SUD,11,OTHER,TEHSIL HQ,TEHSIL,SECURE,X0381717,0.04,EDD MAHMUDABAD,Active
1304,MADHYANCHAL,SITAPUR,EDC GOLA,EDD GOLA,SIKANDRABAD_332271,INC-2,MOHAMMADABAD_33227120342MMD,33227120342MMD,11,OTHER,OTHERS,RURAL,SECURE,XB489184,2,EDD GOLA,Active
1305,MADHYANCHAL,SITAPUR,EDC GOLA,EDD GOLA,GOLA RURAL_34191,INC-1,TOWN-6_33227114191TO6,33227114191TO6,11,INDUSTRIAL ABOVE 75%,OTHERS,TEHSIL,SECURE,XB426157,2,EDD GOLA,Active
