S.No.,Discom,Zone,Circle,Division,33KV-AboveConsumerFeeder,FeederCode,Category,SupplyArea,ProjectArea,FeederVoltage,Meter-MakeType,Meter-SlNo,OverallMF,Status
1,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,33 KV FDR-2 BHARTI AIRTEL_10304FDB,10304FDB,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,URBAN,11,SECURE,UPP68982,120,Active
2,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD IX GHAZIABAD,33 KV SMV_10324SMV,10324SMV,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP4560A,120,Active
3,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD GREATER NOIDA,220 KV JP SPORTS_18595JPS,18595JPS,INDEPENDENT,OTHERS,URBAN,220,SECURE,UP3066A,1,Active
4,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD GREATER NOIDA,220 KV VIVO_18594VIV,18594VIV,INDEPENDENT,OTHERS,URBAN,220,SECURE,Q0778701,1,Active
5,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD GREATER NOIDA,33 KV ATS REALITY_18593ATS,18593ATS,INDEPENDENT,OTHERS,URBAN,33,SECURE,X094218,1,Active
6,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD GREATER NOIDA,33 KV BIKANER_18592BKR,18592BKR,INDEPENDENT,OTHERS,URBAN,33,SECURE,X1715204,1,Active
7,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD GREATER NOIDA,33 KV SURYA GLOBAL_18592SRG,18592SRG,INDEPENDENT,OTHERS,URBAN,33,SECURE,X1715215,1,Active
8,POORVANCHAL,PRAYAGRAJ-I,EUDC I PRAYAGRAJ,EUDD NAINI,33 KV ITI_41050ITI,41050ITI,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,XB462213,2,Active
9,KESCO,KESCO,CIRCLE III,JAJMAU,33 KV J K COTTON,51333310061H64,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X1002844,0.2,Active
10,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD II SHAJAHANPUR,33 KV MES_36204MES,36204MES,INDEPENDENT,OTHERS,URBAN,33,SECURE,Q0434799,0.05,Active
11,MADHYANCHAL,SITAPUR,EDC GOLA,EDD GOLA,33 KV RNG_32022RNG,32022RNG,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP5341A,30,Active
12,PASCHIMANCHAL,BULANDSHAHAR,EDC HAPUR,EDD II HAPUR,33 KV JINDAL PIPES_10164JDP,10164JDP,INDEPENDENT,OTHERS,URBAN,33,SECURE,22006737,0.5,Active
13,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD IV CHETMANI,33 KV NTPC_41037NTP,41037NTP,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,Q0506988,50,Active
14,POORVANCHAL,GORAKHPUR-II,EDC MAHRAJGANJ,EDD NAUTANWA,132 KV MAINAHIYA 1_41049MN1,41049MN1,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,UP5792A,480000,Active
15,POORVANCHAL,GORAKHPUR-II,EDC MAHRAJGANJ,EDD NAUTANWA,132 KV MAINAHIYA 2_41049MN2,41049MN2,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,UP5790A,480000,Active
16,PASCHIMANCHAL,GAJRAULA,EDC AMROHA,EDD I GAJRAULA,132 KV JUBILANT INGREVIA LTD_10139JIL,10139JIL,INDEPENDENT,OTHERS,URBAN,132,SECURE,UP-5759A,60,Active
17,PASCHIMANCHAL,MUZAFFARNAGAR,EDC SHAMLI,EDD III SHAMLI,33 KV WORKSHOP CTR_18534WOR,18534WOR,INDEPENDENT,OTHERS,RURAL,33,LNT,20279052,0.04,Active
18,POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,33 KV INDUSTRIAL_41034IND,41034IND,INDEPENDENT,OTHERS,RURAL,33,NA,KAU04911,0.5,Active
19,DAKSHINANCHAL,MATHURA,EUDC MATHURA,EUDD II MATHURA,33 KV HARE KRISHNA MOVEMENT_26425HKM,26425HKM,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5794A,30,Active
20,POORVANCHAL,GORAKHPUR-I,EDC II GORAKHPUR,EDD II GORAKHPUR,33 KV VARUN VEVERAGES_41074VVG,41074VVG,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0436392,200,Active
21,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD NANPARA,33 KV SUDESH 3_36247SD3,36247SD3,INDEPENDENT,OTHERS,URBAN,33,SECURE,UPP68847,120,Active
22,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD NANPARA,33 KV SUDESH 2_36247SD2,36247SD2,INDEPENDENT,OTHERS,URBAN,33,SECURE,UPP68846,120,Active
23,KESCO,KESCO,CIRCLE I,PHOOL BAGH,33 KV BSNL,NA,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),OTHERS,URBAN,33,SECURE,KES27036,0.01,Active
24,KESCO,KESCO,CIRCLE I,PHOOL BAGH,33 KV AFCON INFRASTRUCTURE,NA,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,X0362316,0.075,Active
25,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD I SITAPUR,33 KV KARSHINI ECO_36257KRE,36257KRE,INDEPENDENT,OTHERS,DISTRICT HQ,33,SECURE,UP9210A,15,Active
26,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV PURUSHOTTAM_36256PRS,36256PRS,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP4281A,60,Active
27,PASCHIMANCHAL,MUZAFFARNAGAR,EDC I MUZAFFARNAGAR,EDD I MUZAFFARNAGAR,33 KV SIDHBALI STEEL UNIT 2_10495SSS,10495SSS,INDEPENDENT,OTHERS,RURAL,33,SECURE,X2040748,400,Active
28,MADHYANCHAL,AYODHYA,EDC SULTANPUR,EDD LAMBHUA,33 KV CRPF_41018CRP,41018CRP,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP5193A,0.06,Active
29,PASCHIMANCHAL,MORADABAD,EDC MORADABAD,EDD III MORADABAD,33 KV FROSTAR FOODS_18549FRF,18549FRF,INDEPENDENT,OTHERS,RURAL,33,GENUS,UP5046A,0.06,Active
30,MADHYANCHAL,L.E.S.A. CG-II,EUDC III LESA,AISHBAGH,33 KV AISHBAGH_36134AIS,36134AIS,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,DISTRICT HQ,33,SECURE,X0667166,90,Active
31,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD I GHAZIABAD,33 KV IPC_10785IPC,10785IPC,INDEPENDENT,OTHERS,URBAN,33,SECURE,UPP66559,0.5,Active
32,PASCHIMANCHAL,MUZAFFARNAGAR,EDC I MUZAFFARNAGAR,EDD I MUZAFFARNAGAR,33 KV SHAKUMBHARI_10495SHK,10495SHK,INDEPENDENT,OTHERS,RURAL,33,SECURE,UD010903,60,Active
33,PASCHIMANCHAL,GHAZIABAD-III,EUDC III GHAZIABAD,EUDD X GHAZIABAD,33 KV ASHOKA PAPER_10320ASP,10320ASP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5226A,60,Active
34,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,33 KV SHALIMAR CORP_37003SMC,37003SMC,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737847,0.15,Active
35,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,33 KV SHALIMAR ONE WORLD_37003SOW,37003SOW,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0269441,0.2,Active
36,DAKSHINANCHAL,FIROZABAD,EUDC FIROZABAD,EUDD I FIROZABAD,33 KV MITTAL CERAMIC GLASS_26423MCG,26423MCG,INDEPENDENT,DISTRICT HQ,URBAN,33,GENUS,UP5334A,60,Active
37,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,33 KV FDR NO. 12_10311F12,10311F12,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X2040812,0.02,Active
38,PASCHIMANCHAL,NOIDA,EUDC I NOIDA,EUDD VII NOIDA,33 KV FDR 3 TAPOZOID SOFT_10306FTS,10306FTS,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X2040872,0.05,Active
39,PASCHIMANCHAL,MEERUT-II,EDC II MEERUT,EDD II MEERUT,33 KV BRINDAVAN BAVERAGES_10204BDB,10204BDB,INDEPENDENT,OTHERS,RURAL,33,NA,NA,120,Active
40,PASCHIMANCHAL,MEERUT-II,EDC II MEERUT,EDD II MEERUT,33 KV POWER GRID CORP._19503PGC,19503PGC,INDEPENDENT,OTHERS,RURAL,33,NA,NA,10,Active
41,DAKSHINANCHAL,KANPUR-I,EDC KANPUR,EDD II CHAUBEYPUR,33 KV NAMASTE INDIA_26250NMI,26250NMI,INDEPENDENT,DISTRICT HQ,RURAL,33,LNT,11134400,0.1,Active
42,PASCHIMANCHAL,GHAZIABAD-III,EUDC III GHAZIABAD,EUDD X GHAZIABAD,33 KV MOHAN MEAKINS_10320MMK,10320MMK,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5216A,60,InActive
43,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD I BAREILLY,33 KV AMP SOLAR DUAWAT_35589ADU,35589ADU,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP69363,60,Active
44,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD I BAREILLY,33 KV AMP SOLAR DANDIYA_35589ASD,35589ASD,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP69365,60,Active
45,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV DHRUV BIOFUEL_,NA,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP6144A,60,Active
46,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD V TRANSVERNA,33 KV DIST JUDGE_41028DSJ,41028DSJ,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UMV79277,2,Active
47,POORVANCHAL,GORAKHPUR-II,EDC MAHRAJGANJ,EDD NAUTANWA,33 KV SHIKHAR FOOD_,NA,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,Q0436393,1,Active
48,DAKSHINANCHAL,FIROZABAD,EUDC FIROZABAD,EUDD I FIROZABAD,33 KV PARAS GLASS_26423PRG,26423PRG,INDEPENDENT,DISTRICT HQ,URBAN,33,GENUS,UP5372A,60,Active
49,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,33 KV IB VGOT SOLAR_22810IVS,22810IVS,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPP69872,60,Active
50,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,33 KV SOLAR STREAM_22810SLR,22810SLR,INDEPENDENT,DISTRICT HQ,RURAL,33,LNT,UPP69615,0.06,Active
51,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,33 KV SPRINKLER_22811SPR,22811SPR,INDEPENDENT,DISTRICT HQ,TEHSIL,33,SECURE,ABB04759,1,Active
52,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,33 KV K M ENERGY SOLAR_22811KME,22811KME,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPP60220,60,Active
53,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,132 KV UNIVERSAL SOLAR_22811UNV,22811UNV,INDEPENDENT,DISTRICT HQ,RURAL,132,SECURE,XC594179,480,Active
54,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,132 KV NIROSA SOLAR_22811NRS,22811NRS,INDEPENDENT,DISTRICT HQ,RURAL,132,LNT,15625430,240,Active
55,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD II MAHOBA,132 KV GREEN URJA SOLAR_22811GUS,22811GUS,INDEPENDENT,DISTRICT HQ,RURAL,132,LNT,16195114,240,Active
56,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,132 KV SUKHBI AGRO SOLAR_,NA,INDEPENDENT,DISTRICT HQ,RURAL,132,SECURE,XD528084,0.25,Active
57,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,132 KV PRAYATNA SOLAR_,NA,INDEPENDENT,DISTRICT HQ,RURAL,132,LNT,17051284,0.48,Active
58,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,132 KV SPINAL SOLAR_,NA,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,132,LNT,17009502,0.24,Active
59,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,33 KV AGRAWAL SOLAR_,NA,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,LNT,15197356,0.5,Active
60,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,33 KV AZURE SOLAR_,NA,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP-3213A,0.06,Active
61,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,33 KV DRDO_,24372292905DRD,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPC89407,0.5,Active
62,DAKSHINANCHAL,BANDA,EDC MAHOBA,EDD I MAHOBA,33 KV DISTRICT HOSPITAL_,24372292905DHO,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UMD03510,0.001,Active
63,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD I RAIBAREILI,132 KV INOX_35001INX,35001INX,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UPP70496,90,Active
64,PASCHIMANCHAL,MUZAFFARNAGAR,EUDC MUZAFFARNAGAR,EUDD III MUZAFFARNAGAR,33 KV SUZRU_10495SZU,10495SZU,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,DISTRICT HQ,33,SECURE,UP8121A,120,Active
65,POORVANCHAL,AZAMGARH,EDC II AZAMGARH,EDD V AZAMGARH,33 KV CHACKRAPANPUR_41064CHC,41064CHC,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPU24711,2,Active
66,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV DRBR AMBDKR PRIVRTN ASTHL_36123DBA,36123DBA,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,12338902,0.1,Active
67,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV DR B R AMBEDKAR PARK_,NA,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0434852,100,InActive
68,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV TENDURA_26403TDR,NA,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UP-4556A,60,Active
69,DAKSHINANCHAL,BANDA,EDC BANDA,EDD BANDA,33 KV SUNSURE SOLAR_,NA,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UP-5809A,60,Active
70,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,33 KV SPRING DEVLOPERS_36092SPD,36092SPD,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737875 ,0.025,Active
71,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,CHINHAT,33 KV BBD_36092BBD,36092BBD,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X2180345,0.05,Active
72,PASCHIMANCHAL,GHAZIABAD-II,EDC GHAZIABAD,EDD MURADNAGAR,33 KV NCRTC_10202NCT,10202NCT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0591332,0.33,Active
73,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD JAGDISHPUR,33 KV FERTILIZER PUMP SATHIN_36242FPS,36242FPS,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPE98926,1,Active
74,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD AMETHI,33 KV SLMG BEBERAGES_,NA,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0797562,1,Active
75,PASCHIMANCHAL,MORADABAD,EDC SAMBHAL,EDD BABRALA,33KV POWER GRID_,NA,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),OTHERS,RURAL,33,SECURE,2040899,0.2,Active
76,MADHYANCHAL,L.E.S.A. CG-I,EUDC IV LESA,CESS-III,33 KV MEMORA_36147MMR,36147MMR,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5122A,60,Active
77,POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,33 KV MEDICAL COLLEGE_41019MDC,41019MDC,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,Q0436356,1,Active
78,PASCHIMANCHAL,GHAZIABAD-I,EUDC I GHAZIABAD,EUDD V GHAZIABAD,33 KV AVAS VIKAS N GAUR SIDHARTAM_19508AVG,19508AVG,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP-5356A,120,Active
79,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD GAURIGANJ,33 KV JILA ASPATAL_36220MMJ,36220MMJ,INDEPENDENT,TEHSIL HQ,RURAL,33,GENUS,7892359,1,Active
80,POORVANCHAL,GORAKHPUR-I,EDC I GORAKHPUR,EDD I GORAKHPUR,33 KV AIR FORCE_41043AFC,41043AFC,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPU24659,50,Active
81,DAKSHINANCHAL,FIROZABAD,EDC FIROZABAD,EDD SHIKOHABAD,33 KV SUN GLASS_26416SNG,26416SNG,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,22009126,30,Active
82,MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,33 KV ADANI INTERNATIONAL AIRTPORT_36160ADN,36160ADN,INDEPENDENT,OTHERS,URBAN,33,SECURE,XD566161,1,Active
83,DAKSHINANCHAL,FIROZABAD,EUDC FIROZABAD,EUDD II FIROZABAD,33 KV SWASASI RAJKIYA CHIKITSALYA_26417SRC,26417SRC,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,Q0506786,0.075,Active
84,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD UJHANI,33 KV BHARAT MINT CHEMICAL_36001BMC,36001BMC,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPU18251,1,Active
85,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD UJHANI,33 KV GOVT MEDICAL COLLEGE_36001GMC,36001GMC,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPU18242,2,Active
86,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD I BADAUN,33 KV DISTRICT COURT_35598CRT,35598CRT,INDEPENDENT,DISTRICT HQ,URBAN,33,HPL,639837,40,InActive
87,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD I BADAUN,33 KV DISTRICT HOSPITAL_35598HOS,35598HOS,INDEPENDENT,DISTRICT HQ,URBAN,33,HPL,639640,2,Active
88,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV BUDHA STUP_41058BSP,41058BSP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UMV76038,0.04,Active
89,POORVANCHAL,PRAYAGRAJ-II,EDC I PRAYAGRAJ,EDD I PRAYAGRAJ,33 KV MANGLORE MINARALS_41062MGM,41062MGM,INDEPENDENT,OTHERS,RURAL,33,SECURE,X1332433,1,Active
90,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD IV CHETMANI,33 KV BHU REGISTRAR 2_41037BRG,41037BRG,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,X0384579,0.2,Active
91,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD II CHOKAGHAT,33 KV STP_41028STP,41028STP,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,X0384562,100,Active
92,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD II CHOKAGHAT,33 KV CONVENTION CENTER_41076CVC,41076CVC,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,Q0436346,50,Active
93,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD II CHOKAGHAT,33 KV VINAYAK PLAZA_41028VPZ,41028VPZ,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,Q0436347,50,Active
94,POORVANCHAL,VARANASI-I,EUDC I VARANASI,EUDD I BHELUPUR,33 KV JALSANSTHAN_41076JAL,41076JAL,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,SECURE,UPP69876,9000,Active
95,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV BHEL_41080BHL,41080BHL,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,XE479635,0.015,Active
96,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV GOITHAHA STP_41028GSP,41028GSP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0384581,0.1,Active
97,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV WTP_41058WTP,41058WTP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0384578,0.075,Active
98,POORVANCHAL,VARANASI-I,EUDC II VARANASI,EUDD VI SARNATH,33 KV TIBBRTEN_41058TBN,41058TBN,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPU24631,0.05,Active
99,POORVANCHAL,PRAYAGRAJ-I,EUDC II PRAYAGRAJ,EUDD MAYOHALL,33 KV GARISON ENGINEER (WEST)_41073GEM,41073GEM,TAPPED(WITH DISTRIBUTION SUBSTATION FEEDER),DISTRICT HQ,URBAN,33,LNT,9576867,120,Active
100,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 5 AMITY UNIVERSITY_10307FD5,10307FD5,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,9576905,120,Active
101,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,132 KV FDR 73 DMRC-I_10307F73,10307F73,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP1811A,0.48,Active
102,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FEEDER NO 17_10308F17,10308F17,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5533A,120,Active
103,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FEEDER NO 02_10303FD2,10303FD2,TAPPED(WITH OTHER CONSUMER FEEDER),DISTRICT HQ,URBAN,33,SECURE,UP5500A,120,Active
104,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,132 KV FDR 74 DMRC-II_10307F74,10307F74,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP1812A,0.48,Active
105,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FEEDER NO 11 _10305F11,10305F11,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,7360720,2,Active
106,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 6 E T INFRA_10309FD6,10309FD6,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5555A,120,Active
107,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR-10 DISTRICT HOSPITAL_10309F10,10309F10,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP55598,60,Active
108,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FEEDER NO 12_10308F12,10308F12,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5527A,60,Active
109,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FEEDER NO 13_10308F13,10308F13,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5528A,120,Active
110,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 2 SUNDER SYSTEM_10308SST,10308SST,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5517A,120,Active
111,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 19 HCL_10308F19,10308F19,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5534A,60,Active
112,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 20 CTRL DATA CENTER_10308F20,10308F20,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5535A,60,Active
113,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR 4 GULSHAN HOMES_10308FD4,10308FD4,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5519A,120,Active
114,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FEEDER NO 14_10308F14,10308F14,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5529A,120,Active
115,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,33 KV FDR 11 GRANITE GATE_10308F11,10308F11,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5526A,120,Active
116,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD II NOIDA,132 KV FDR 15 SAMSUNG_10308F15,10308F15,INDEPENDENT,DISTRICT HQ,URBAN,132,SECURE,UP5530A,120,Active
117,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 21 LOGIX_10308F21,10308F21,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5536A,60,Active
118,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV FDR 3 BISNAULI_10514FD3,10514FD3,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5625A,120,Active
119,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EDD IV NOIDA,33 KV SUDHA STEEL_10514STL,10514STL,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5619A,60,Active
120,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 9 AMARPALI SECTOR-127_10307FD9,10307FD9,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,14191845,1,Active
121,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FDR 7 SDS_10307FD7,10307FD7,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,9577219,120,Active
122,PASCHIMANCHAL,NOIDA,EUDC II NOIDA,EUDD III NOIDA,33 KV FEEDER NO-8_10307FD8,10307FD8,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,9576906,60,Active
